name,branch,region,district,phone,email
KIGHARE,,Kilimanjaro,Mwanga,,
KIRIKI,,Kilimanjaro,Mwanga,,
KIGONIGONI,,Kilimanjaro,Mwanga,,
KIFARU,,Kilimanjaro,Mwanga,,
KILEO,,Kilimanjaro,Mwanga,,
ST. JOSEPH BOYS SCIENCE,,Kilimanjaro,Mwanga,,
KILOMENI,,Kilimanjaro,Mwanga,,
MAGHARE,,Kilimanjaro,Mwanga,,
USANGI DAY,,Kilimanjaro,Mwanga,,
KIRYA,,Kilimanjaro,Mwanga,,
KWANGU,,Kilimanjaro,Mwanga,,
LANG'ATA BORA,,Kilimanjaro,Mwanga,,
CHANJALE,,Kilimanjaro,Mwanga,,
KISANGARA,,Kilimanjaro,Mwanga,,
NYERERE,,Kilimanjaro,Mwanga,,
ONE WORLD,,Kilimanjaro,Mwanga,,
ST. STEPHEN BOYS,,Kilimanjaro,Mwanga,,
MGAGAO,,Kilimanjaro,Mwanga,,
MRUMA GIRLS,,Kilimanjaro,Mwanga,,
MSANGENI,,Kilimanjaro,Mwanga,,
SIMBOMU,,Kilimanjaro,Mwanga,,
BETHANY GIRLS,,Kilimanjaro,Mwanga,,
DR. ASHA-ROSE MIGIRO,,Kilimanjaro,Mwanga,,
GREENBIRD,,Kilimanjaro,Mwanga,,
MANDAKA,,Kilimanjaro,Mwanga,,
MWANGA,,Kilimanjaro,Mwanga,,
ST. TEREZA OF AVILLA,,Kilimanjaro,Mwanga,,
VUDOI,,Kilimanjaro,Mwanga,,
CHAANGAJA,,Kilimanjaro,Mwanga,,
MANGIO,,Kilimanjaro,Mwanga,,
UBANG'I,,Kilimanjaro,Mwanga,,
VUCHAMA UGWENO ISLAMIC,,Kilimanjaro,Mwanga,,
KINDOROKO,,Kilimanjaro,Mwanga,,
NGUJINI,,Kilimanjaro,Mwanga,,
KAMWALA,,Kilimanjaro,Mwanga,,
KILOBENI,,Kilimanjaro,Mwanga,,
SHIGHATINI,,Kilimanjaro,Mwanga,,
ALENI,,Kilimanjaro,Rombo,,
BOONI,,Kilimanjaro,Rombo,,
KENI,,Kilimanjaro,Rombo,,
MAMSERA,,Kilimanjaro,Rombo,,
ST. JOHN VIANNEY,,Kilimanjaro,Rombo,,
TANYA,,Kilimanjaro,Rombo,,
ELISHADAI-HOLILI,,Kilimanjaro,Rombo,,
HOLILI,,Kilimanjaro,Rombo,,
RITALIZA,,Kilimanjaro,Rombo,,
MASHATI,,Kilimanjaro,Rombo,,
SHAURITANGA,,Kilimanjaro,Rombo,,
HOROMBO,,Kilimanjaro,Rombo,,
KELAMFUA,,Kilimanjaro,Rombo,,
MRAMBA,,Kilimanjaro,Rombo,,
KIRONGO CHINI,,Kilimanjaro,Rombo,,
MATOLO,,Kilimanjaro,Rombo,,
UMARINI,,Kilimanjaro,Rombo,,
USSERI,,Kilimanjaro,Rombo,,
KILAMACHO,,Kilimanjaro,Rombo,,
KIRAENI,,Kilimanjaro,Rombo,,
KIRACHI,,Kilimanjaro,Rombo,,
KISALE,,Kilimanjaro,Rombo,,
KWALAKAMU,,Kilimanjaro,Rombo,,
MAHIDA,,Kilimanjaro,Rombo,,
MAWANDA,,Kilimanjaro,Rombo,,
MAKIIDI,,Kilimanjaro,Rombo,,
MKUU,,Kilimanjaro,Rombo,,
MEMA,,Kilimanjaro,Rombo,,
MAKI,,Kilimanjaro,Rombo,,
MENGENI,,Kilimanjaro,Rombo,,
MRIKE,,Kilimanjaro,Rombo,,
MAKALEMA,,Kilimanjaro,Rombo,,
MOTAMBURU,,Kilimanjaro,Rombo,,
BUSTANI,,Kilimanjaro,Rombo,,
MRAOKERYO,,Kilimanjaro,Rombo,,
UNGWASI,,Kilimanjaro,Rombo,,
NANJARA,,Kilimanjaro,Rombo,,
NGARENI,,Kilimanjaro,Rombo,,
OLELE,,Kilimanjaro,Rombo,,
TARAKEA,,Kilimanjaro,Rombo,,
URAURI,,Kilimanjaro,Rombo,,
KILIMANJARO BOYS,,Kilimanjaro,Rombo,,
KWAIKURU,,Kilimanjaro,Rombo,,
MLAMBAI,,Kilimanjaro,Rombo,,
SHIMBI,,Kilimanjaro,Rombo,,
MBOMAI,,Kilimanjaro,Rombo,,
NDUWENI,,Kilimanjaro,Rombo,,
KAHE USSERI,,Kilimanjaro,Rombo,,
NGALEKU,,Kilimanjaro,Rombo,,
UBETU MAWENZI,,Kilimanjaro,Rombo,,
UBAA,,Kilimanjaro,Rombo,,
BANGALALA,,Kilimanjaro,Same,,
BEMKO,,Kilimanjaro,Same,,
BOMBO,,Kilimanjaro,Same,,
DINDIMO,,Kilimanjaro,Same,,
KIGANGO,,Kilimanjaro,Same,,
PARENI,,Kilimanjaro,Same,,
CHALAO,,Kilimanjaro,Same,,
CHOME,,Kilimanjaro,Same,,
SAWENI,,Kilimanjaro,Same,,
MKOMBOZI,,Kilimanjaro,Same,,
JITENGENI,,Kilimanjaro,Same,,
KIHURIO,,Kilimanjaro,Same,,
MVUREKONGEI,,Kilimanjaro,Same,,
KIRANGARE,,Kilimanjaro,Same,,
JOACHIM BOYS,,Kilimanjaro,Same,,
KANDOTO SAYANSI GIRLS',,Kilimanjaro,Same,,
KIBACHA,,Kilimanjaro,Same,,
TERESA OF CALCUTA -GIRLSUTA,,Kilimanjaro,Same,,
KISIWANI,,Kilimanjaro,Same,,
MT. CLARA,,Kilimanjaro,Same,,
LUGULU,,Kilimanjaro,Same,,
MABILIONI,,Kilimanjaro,Same,,
ALKACHENJE,,Kilimanjaro,Same,,
MAKANYA,,Kilimanjaro,Same,,
GONJA,,Kilimanjaro,Same,,
RHINO TECHNICAL,,Kilimanjaro,Same,,
CHANJAGAA,,Kilimanjaro,Same,,
KAZITA,,Kilimanjaro,Same,,
KIMALA,,Kilimanjaro,Same,,
KWIZU,,Kilimanjaro,Same,,
MANKA,,Kilimanjaro,Same,,
MADIVENI,,Kilimanjaro,Same,,
ST. LEONARD,,Kilimanjaro,Same,,
MTII,,Kilimanjaro,Same,,
KASEMPOMBE,,Kilimanjaro,Same,,
KIRINJIKO ISLAMIC,,Kilimanjaro,Same,,
MYAMBA,,Kilimanjaro,Same,,
PARANE,,Kilimanjaro,Same,,
LONAT,,Kilimanjaro,Same,,
NDUNGU,,Kilimanjaro,Same,,
NEW DAWN,,Kilimanjaro,Same,,
NJORO,,Kilimanjaro,Same,,
MOIPO,,Kilimanjaro,Same,,
KWAKOKO,,Kilimanjaro,Same,,
JOYLAND GIRLS,,Kilimanjaro,Same,,
SAME,,Kilimanjaro,Same,,
MALINDI,,Kilimanjaro,Same,,
SUJI,,Kilimanjaro,Same,,
TAE,,Kilimanjaro,Same,,
MASHEKO,,Kilimanjaro,Same,,
VUDEE,,Kilimanjaro,Same,,
NTENGA,,Kilimanjaro,Same,,
VUMARI,,Kilimanjaro,Same,,
VUNTA,,Kilimanjaro,Same,,
VISITATION GIRLS,,Kilimanjaro,Siha,,
FARAJA SIHA HIGH,,Kilimanjaro,Siha,,
SIKIRARI,,Kilimanjaro,Siha,,
MAGADINI,,Kilimanjaro,Siha,,
MAGNIFICAT,,Kilimanjaro,Siha,,
KISHISHA,,Kilimanjaro,Siha,,
OSHARA,,Kilimanjaro,Siha,,
ALCP-KILASARA,,Kilimanjaro,Siha,,
KARANSI,,Kilimanjaro,Siha,,
SUUMU,,Kilimanjaro,Siha,,
FUKA,,Kilimanjaro,Siha,,
DAHANI,,Kilimanjaro,Siha,,
NURU,,Kilimanjaro,Siha,,
SANYA JUU,,Kilimanjaro,Siha,,
MATADI,,Kilimanjaro,Siha,,
NAMWAI,,Kilimanjaro,Siha,,
ESINYARI,,Kilimanjaro,Siha,,
ORKOLILI,,Kilimanjaro,Siha,,
KILINGI,,Kilimanjaro,Siha,,
ARRI TSAAYO,,Manyara,Babati,,
DOHOM,,Manyara,Babati,,
AYALAGAYA,,Manyara,Babati,,
GOROWA,,Manyara,Babati,,
GUSE,,Manyara,Babati,,
MASABEDA,,Manyara,Babati,,
DABIL,,Manyara,Babati,,
MAGANJWA,,Manyara,Babati,,
DAREDA,,Manyara,Babati,,
DURU,,Manyara,Babati,,
HAITEMBA,,Manyara,Babati,,
ENDAKISO,,Manyara,Babati,,
AYATSEA,,Manyara,Babati,,
GALLAPO,,Manyara,Babati,,
GIDAS,,Manyara,Babati,,
KIRU,,Manyara,Babati,,
MADUNGA,,Manyara,Babati,,
UMAGI,,Manyara,Babati,,
UTWARI,,Manyara,Babati,,
MAGARA,,Manyara,Babati,,
GICHAMEDA,,Manyara,Babati,,
JOSHUA,,Manyara,Babati,,
MAGUGU,,Manyara,Babati,,
MATUFA,,Manyara,Babati,,
MAMIRE,,Manyara,Babati,,
MBUGWE,,Manyara,Babati,,
BASHNET,,Manyara,Babati,,
ENDAMANANG,,Manyara,Babati,,
NAR,,Manyara,Babati,,
NKAITI,,Manyara,Babati,,
QAMEYU,,Manyara,Babati,,
QASH,,Manyara,Babati,,
CHIEF DODO,,Manyara,Babati,,
UFANA,,Manyara,Babati,,
NDEKI,,Manyara,Babati,,
HANGONI,,Manyara,Babati Tc,,
KWARAA,,Manyara,Babati Tc,,
RIFTY VALLEY BABATI,,Manyara,Babati Tc,,
ALDERSGATE,,Manyara,Babati Tc,,
BABATI DAY,,Manyara,Babati Tc,,
BAGARA,,Manyara,Babati Tc,,
KOMOTO,,Manyara,Babati Tc,,
LAKE BABATI,,Manyara,Babati Tc,,
NAKWA,,Manyara,Babati Tc,,
BONGA,,Manyara,Babati Tc,,
HAYATUL ISLAMIYA,,Manyara,Babati Tc,,
KWAANG'W,,Manyara,Babati Tc,,
MUTUKA,,Manyara,Babati Tc,,
NANGARA,,Manyara,Babati Tc,,
SINGE,,Manyara,Babati Tc,,
SIGINO,,Manyara,Babati Tc,,
ELON,,Manyara,Babati Tc,,
FREDRICK TLUWAY SUMAYE,,Manyara,Babati Tc,,
BALANGDALALU,,Manyara,Hanang,,
CHIEF GEJARU,,Manyara,Hanang,,
BASSODESH,,Manyara,Hanang,,
BASSOTU,,Manyara,Hanang,,
MULBADAW,,Manyara,Hanang,,
DIRMA,,Manyara,Hanang,,
ENDAGAW,,Manyara,Hanang,,
CHIEF GIDOBAT,,Manyara,Hanang,,
ENDASAK,,Manyara,Hanang,,
GANANA,,Manyara,Hanang,,
MWAHU,,Manyara,Hanang,,
SUMAYE,,Manyara,Hanang,,
GETANUWAS,,Manyara,Hanang,,
GIDAHABABIEG,,Manyara,Hanang,,
GISAMBALANG,,Manyara,Hanang,,
GITTING,,Manyara,Hanang,,
JOROJICK,,Manyara,Hanang,,
MARY NAGU,,Manyara,Hanang,,
HIRBADAW,,Manyara,Hanang,,
KATESH,,Manyara,Hanang,,
LAGHANGA,,Manyara,Hanang,,
UDANG'U,,Manyara,Hanang,,
MASAKTA,,Manyara,Hanang,,
MASQARODA,,Manyara,Hanang,,
MEASKRON,,Manyara,Hanang,,
BAMA,,Manyara,Hanang,,
DANIEL NOUD,,Manyara,Hanang,,
DUMBETA,,Manyara,Hanang,,
GABADAW,,Manyara,Hanang,,
HANANG,,Manyara,Hanang,,
NANGWA,,Manyara,Hanang,,
WARETA,,Manyara,Hanang,,
SIMBAY,,Manyara,Hanang,,
SIROP,,Manyara,Hanang,,
KITETO,,Manyara,Kiteto,,
MATUI,,Manyara,Kiteto,,
ECO,,Manyara,Kiteto,,
DONGO,,Manyara,Kiteto,,
DOSIDOSI,,Manyara,Kiteto,,
ENGUSERO,,Manyara,Kiteto,,
BWAKALO,,Manyara,Kiteto,,
KIBAYA,,Manyara,Kiteto,,
MTETEMELA,,Manyara,Kiteto,,
KIJUNGU,,Manyara,Kiteto,,
LESOIT,,Manyara,Kiteto,,
MAGUNGU,,Manyara,Kiteto,,
NDEDO,,Manyara,Kiteto,,
KIPERESA,,Manyara,Kiteto,,
PARTIMBO,,Manyara,Kiteto,,
ORKINE,,Manyara,Kiteto,,
SUNYA,,Manyara,Kiteto,,
BASHAY,,Manyara,Mbulu,,
DINAMU,,Manyara,Mbulu,,
ALEXANDER SAULO,,Manyara,Mbulu,,
DONGOBESH,,Manyara,Mbulu,,
PHILIPO MARMO,,Manyara,Mbulu,,
HAYDOM,,Manyara,Mbulu,,
GIDHIM,,Manyara,Mbulu,,
GIDAGWAJEDA,,Manyara,Mbulu,,
HAYDERER,,Manyara,Mbulu,,
JAKAYA KIKWETE,,Manyara,Mbulu,,
DR.OLSEN,,Manyara,Mbulu,,
MAMAKARI,,Manyara,Mbulu,,
LABAY,,Manyara,Mbulu,,
MAGHANG,,Manyara,Mbulu,,
MARETADU,,Manyara,Mbulu,,
MARETADU JUU,,Manyara,Mbulu,,
BISHOP NICODEMUS HHANDO,,Manyara,Mbulu,,
ENDOJI,,Manyara,Mbulu,,
TUMATI,,Manyara,Mbulu,,
YAEDA AMPA,,Manyara,Mbulu,,
YAEDA CHINI,,Manyara,Mbulu,,
NOWU,,Manyara,Mbulu Tc,,
BARGISH,,Manyara,Mbulu Tc,,
DAUDI TEEWI,,Manyara,Mbulu Tc,,
CHIEF SARWATT,,Manyara,Mbulu Tc,,
SANU SEMINARI,,Manyara,Mbulu Tc,,
SANU TECHNICAL,,Manyara,Mbulu Tc,,
GEHANDU,,Manyara,Mbulu Tc,,
Gunyoda,,Manyara,Mbulu Tc,,
KAINAM,,Manyara,Mbulu Tc,,
DAUDI,,Manyara,Mbulu Tc,,
MURRAY,,Manyara,Mbulu Tc,,
SOHEDA,,Manyara,Mbulu Tc,,
HHAYNU,,Manyara,Mbulu Tc,,
NAMBIS,,Manyara,Mbulu Tc,,
IMBORU,,Manyara,Mbulu Tc,,
SILALODA,,Manyara,Mbulu Tc,,
TLAWI,,Manyara,Mbulu Tc,,
GENDA,,Manyara,Mbulu Tc,,
SINGLAND,,Manyara,Mbulu Tc,,
EMBOREET,,Manyara,Simanjiro,,
MERERANI BENJAMIN WILLIAM MKA,,Manyara,Simanjiro,,
ENG'ENO,,Manyara,Simanjiro,,
LOIBORSIRET,,Manyara,Simanjiro,,
LOIBORSOIT,,Manyara,Simanjiro,,
AL-FALLAH ISLAMIC,,Manyara,Simanjiro,,
TANZANITE,,Manyara,Simanjiro,,
MSITU WA TEMBO,,Manyara,Simanjiro,,
NABERERA,,Manyara,Simanjiro,,
EWONG'ON,,Manyara,Simanjiro,,
NAISINYAI,,Manyara,Simanjiro,,
NYUMBA YA MUNGU,,Manyara,Simanjiro,,
OLJOLO NAMBA TANO,,Manyara,Simanjiro,,
SIMANJIRO,,Manyara,Simanjiro,,
RUVU REMMIT,,Manyara,Simanjiro,,
MGUTWA,,Manyara,Simanjiro,,
SHAMBARAI,,Manyara,Simanjiro,,
TERRAT,,Manyara,Simanjiro,,
BAGA,,Tanga,Bumbuli,,
BUMBULI,,Tanga,Bumbuli,,
KIZIMBA,,Tanga,Bumbuli,,
KWEHANGALA,,Tanga,Bumbuli,,
WENA,,Tanga,Bumbuli,,
FUNTA,,Tanga,Bumbuli,,
MAHEZANGULU MAKAMBA,,Tanga,Bumbuli,,
MKAALIE,,Tanga,Bumbuli,,
MSAMAKA,,Tanga,Bumbuli,,
MBELEI,,Tanga,Bumbuli,,
KIZANDA,,Tanga,Bumbuli,,
MAYO,,Tanga,Bumbuli,,
MBUZII,,Tanga,Bumbuli,,
MAZUMBAI,,Tanga,Bumbuli,,
MIBUKWE,,Tanga,Bumbuli,,
CHAI,,Tanga,Bumbuli,,
KWEMVUMO,,Tanga,Bumbuli,,
MPONDE,,Tanga,Bumbuli,,
MGWASHI,,Tanga,Bumbuli,,
KWAMONGO,,Tanga,Bumbuli,,
SONI DAY,,Tanga,Bumbuli,,
SONI ISLAMIC SEMINARY,,Tanga,Bumbuli,,
SONI SEMINARI,,Tanga,Bumbuli,,
TAMOTA,,Tanga,Bumbuli,,
KIVILICHA,,Tanga,Bumbuli,,
BANGALA LUTH. JUNIOR SEMINARY,,Tanga,Bumbuli,,
KIHITU,,Tanga,Bumbuli,,
VUGABAZO,,Tanga,Bumbuli,,
KWALUDEGE,,Tanga,Handeni,,
ST. WILBALDA,,Tanga,Handeni,,
CHOGO,,Tanga,Handeni,,
KABUKU,,Tanga,Handeni,,
KANG'ATA,,Tanga,Handeni,,
KIVA,,Tanga,Handeni,,
KISAZA,,Tanga,Handeni,,
PANGAMBILI,,Tanga,Handeni,,
KWACHAGA,,Tanga,Handeni,,
KWALUGURU,,Tanga,Handeni,,
KWAMATUKU,,Tanga,Handeni,,
KWAMGWE,,Tanga,Handeni,,
KWAMSISI,,Tanga,Handeni,,
KWANKONJE,,Tanga,Handeni,,
KWASUNGA,,Tanga,Handeni,,
KWEDIZINGA,,Tanga,Handeni,,
MAZINGARA,,Tanga,Handeni,,
KOMSANGA,,Tanga,Handeni,,
MANGA MPAKANI,,Tanga,Handeni,,
MKATA,,Tanga,Handeni,,
NDOLWA,,Tanga,Handeni,,
SEGERA,,Tanga,Handeni,,
KWAMKONO,,Tanga,Handeni,,
SINDENI,,Tanga,Handeni,,
KIVESA,,Tanga,Handeni Tc,,
KIDELEKO,,Tanga,Handeni Tc,,
KONJE,,Tanga,Handeni Tc,,
MSAJE,,Tanga,Handeni Tc,,
HANDENI ISLAMIC,,Tanga,Handeni Tc,,
KWEINJUGO,,Tanga,Handeni Tc,,
MISIMA,,Tanga,Handeni Tc,,
HANDENI,,Tanga,Handeni Tc,,
KOMNYANG'ANYO,,Tanga,Handeni Tc,,
KILELENI,,Tanga,Handeni Tc,,
NKAMA,,Tanga,Kilindi,,
JAILA,,Tanga,Kilindi,,
KILINDI GIRLS',,Tanga,Kilindi,,
MKUYU,,Tanga,Kilindi,,
KIBIRASHI,,Tanga,Kilindi,,
KIKUNDE,,Tanga,Kilindi,,
KILINDI,,Tanga,Kilindi,,
KOMKALAKALA,,Tanga,Kilindi,,
KIMBE,,Tanga,Kilindi,,
MGERA,,Tanga,Kilindi,,
KWEDIBOMA,,Tanga,Kilindi,,
KWEKIVU,,Tanga,Kilindi,,
LWANDE,,Tanga,Kilindi,,
MASAGALU,,Tanga,Kilindi,,
MKINDI,,Tanga,Kilindi,,
MBWEGO,,Tanga,Kilindi,,
MAFISA,,Tanga,Kilindi,,
NEGERO,,Tanga,Kilindi,,
PAGWI,,Tanga,Kilindi,,
SEUTA,,Tanga,Kilindi,,
TUNGULI,,Tanga,Kilindi,,
VIBAONI,,Tanga,Kilindi,,
BUNGU,,Tanga,Korogwe,,
CHEKELEI,,Tanga,Korogwe,,
MBAGAI,,Tanga,Korogwe,,
DINDIRA,,Tanga,Korogwe,,
MFUNDIA,,Tanga,Korogwe,,
KIZARA,,Tanga,Korogwe,,
KWAGUNDA,,Tanga,Korogwe,,
KWASHEMSHI,,Tanga,Korogwe,,
MASHINDEI,,Tanga,Korogwe,,
MKALAMO,,Tanga,Korogwe,,
MAGOMA,,Tanga,Korogwe,,
BUNA,,Tanga,Korogwe,,
MADAGO,,Tanga,Korogwe,,
MASHEWA,,Tanga,Korogwe,,
MAZINDE DAY,,Tanga,Korogwe,,
MAFI HILLS,,Tanga,Korogwe,,
BUIKO,,Tanga,Korogwe,,
MKOMAZI,,Tanga,Korogwe,,
KWEMDIMU,,Tanga,Korogwe,,
MLUNGUI,,Tanga,Korogwe,,
HALE,,Tanga,Korogwe,,
MNYUZI,,Tanga,Korogwe,,
MOMBO,,Tanga,Korogwe,,
MWISHO WA SHAMBA,,Tanga,Korogwe,,
SHEKILANGO,,Tanga,Korogwe,,
PATEMA,,Tanga,Korogwe,,
MSWAHA,,Tanga,Korogwe,,
VUGIRI,,Tanga,Korogwe,,
KILOLE,,Tanga,Korogwe Tc,,
KWAMNDOLWA,,Tanga,Korogwe Tc,,
USAMBARA GIRLS,,Tanga,Korogwe Tc,,
JOEL BENDERA,,Tanga,Korogwe Tc,,
KIMWERI,,Tanga,Korogwe Tc,,
NYERERE MEMORIAL,,Tanga,Korogwe Tc,,
NGOMBEZI,,Tanga,Korogwe Tc,,
HILL VIEW,,Tanga,Korogwe Tc,,
SEMKIWA,,Tanga,Korogwe Tc,,
KOROGWE GIRLS,,Tanga,Korogwe Tc,,
OLD KOROGWE,,Tanga,Korogwe Tc,,
SHEMSANGA,,Tanga,Korogwe Tc,,
KWEMARAMBA,,Tanga,Lushoto,,
BALOZI MSHANGAMA,,Tanga,Lushoto,,
GARE,,Tanga,Lushoto,,
KIFUNGILO GIRLS,,Tanga,Lushoto,,
KONGEI,,Tanga,Lushoto,,
MASANGE JUU,,Tanga,Lushoto,,
HEMTOYE,,Tanga,Lushoto,,
MSALE,,Tanga,Lushoto,,
MAKOLE JUU,,Tanga,Lushoto,,
MARIAM MSHANGAMA,,Tanga,Lushoto,,
KIRETI,,Tanga,Lushoto,,
KWAI,,Tanga,Lushoto,,
BERNARD MEMBE,,Tanga,Lushoto,,
KWEKANGA,,Tanga,Lushoto,,
KWEMASHAI,,Tanga,Lushoto,,
KISABA,,Tanga,Lushoto,,
MLALO,,Tanga,Lushoto,,
LUKOZI,,Tanga,Lushoto,,
LUNGUZA,,Tanga,Lushoto,,
LUSHOTO,,Tanga,Lushoto,,
SHAMBALAI,,Tanga,Lushoto,,
MAGAMBA,,Tanga,Lushoto,,
PRINCE CLAUS,,Tanga,Lushoto,,
ST. MARY'S MAZINDE JUU,,Tanga,Lushoto,,
KWEULASI,,Tanga,Lushoto,,
MDANDO,,Tanga,Lushoto,,
MALIBWI,,Tanga,Lushoto,,
NTAMBWE,,Tanga,Lushoto,,
MTUMBI,,Tanga,Lushoto,,
MANOLO,,Tanga,Lushoto,,
NYWELO,,Tanga,Lushoto,,
SHUME,,Tanga,Lushoto,,
UMBA,,Tanga,Lushoto,,
CHAMBOGO,,Tanga,Lushoto,,
KALUMELE,,Tanga,Lushoto,,
MBWEI,,Tanga,Lushoto,,
MIGAMBO,,Tanga,Lushoto,,
MKUZI JUU,,Tanga,Lushoto,,
LWANDAI LUTHERAN,,Tanga,Lushoto,,
NGAZI,,Tanga,Lushoto,,
MAZASHAI,,Tanga,Lushoto,,
MLONGWEMA,,Tanga,Lushoto,,
MNAZI,,Tanga,Lushoto,,
KITIVO,,Tanga,Lushoto,,
MTAE,,Tanga,Lushoto,,
SHITA,,Tanga,Lushoto,,
KITALA,,Tanga,Lushoto,,
NGULWI,,Tanga,Lushoto,,
NGWELO,,Tanga,Lushoto,,
NDURUMO,,Tanga,Lushoto,,
RANGWI,,Tanga,Lushoto,,
SHAGHAYU,,Tanga,Lushoto,,
GOLOGOLO,,Tanga,Lushoto,,
HAMBALAWEI,,Tanga,Lushoto,,
MAVUMO,,Tanga,Lushoto,,
VITI,,Tanga,Lushoto,,
SUNGA,,Tanga,Lushoto,,
UPENDO,,Tanga,Lushoto,,
ST.CATHERINE,,Tanga,Lushoto,,
UBIRI,,Tanga,Lushoto,,
BOSHA,,Tanga,Mkinga,,
MAVOVO,,Tanga,Mkinga,,
DALUNI,,Tanga,Mkinga,,
GOMBERO,,Tanga,Mkinga,,
KIGONGOI,,Tanga,Mkinga,,
KWALE,,Tanga,Mkinga,,
MANZA,,Tanga,Mkinga,,
MAPATANO,,Tanga,Mkinga,,
MARAMBA,,Tanga,Mkinga,,
LANZONI,,Tanga,Mkinga,,
MKINGALEO,,Tanga,Mkinga,,
ZINGIBARI,,Tanga,Mkinga,,
MTIMBWANI,,Tanga,Mkinga,,
MWAKIJEMBE,,Tanga,Mkinga,,
DUGA,,Tanga,Mkinga,,
SHEBOMEZA,,Tanga,Muheza,,
BWEMBWERA,,Tanga,Muheza,,
Kicheba,,Tanga,Muheza,,
Kigombe,,Tanga,Muheza,,
Kilulu,,Tanga,Muheza,,
Kwafungo,,Tanga,Muheza,,
KWEMKABALA,,Tanga,Muheza,,
KWABUTU,,Tanga,Muheza,,
HEGONGO HOLY CROSS,,Tanga,Muheza,,
LIVINGSTONE BOYS SEMINARY,,Tanga,Muheza,,
MAGILA,,Tanga,Muheza,,
MLINGA,,Tanga,Muheza,,
AL- HUDA ISLAMIC,,Tanga,Muheza,,
Chief Mang'enya,,Tanga,Muheza,,
MUHEZA,,Tanga,Muheza,,
SWAFAA ISLAMIC,,Tanga,Muheza,,
MBARAMO,,Tanga,Muheza,,
MUHEZA MUSLIM,,Tanga,Muheza,,
Misalai,,Tanga,Muheza,,
Misozwe,,Tanga,Muheza,,
MKUZI,,Tanga,Muheza,,
Mlingano,,Tanga,Muheza,,
Mtindiro,,Tanga,Muheza,,
Ngomeni,,Tanga,Muheza,,
Nkumba,,Tanga,Muheza,,
ZIGI,,Tanga,Muheza,,
Potwe,,Tanga,Muheza,,
SONGA,,Tanga,Muheza,,
Mkurumuzi,,Tanga,Muheza,,
KERENGE,,Tanga,Muheza,,
ZIRAI,,Tanga,Muheza,,
BUSHIRI,,Tanga,Pangani,,
CAPUCHIN,,Tanga,Pangani,,
FRANCISCAN,,Tanga,Pangani,,
TONGANI,,Tanga,Pangani,,
MKWAJA,,Tanga,Pangani,,
KIPUMBWI,,Tanga,Pangani,,
MWERA,,Tanga,Pangani,,
FUNGUNI,,Tanga,Pangani,,
ALHIJRA ISLAMIC,,Tanga,Pangani,,
BOZA,,Tanga,Pangani,,
KILIMANGWIDO,,Tanga,Pangani,,
AL KHEIR ISLAMIC GIRLS SEMINARY,,Tanga,Tanga Cc,,
BURHANI,,Tanga,Tanga Cc,,
ECKERNFORDE,,Tanga,Tanga Cc,,
ECKERNFORDE CAMBRIDGE,,Tanga,Tanga Cc,,
MKWAKWANI,,Tanga,Tanga Cc,,
OLD TANGA,,Tanga,Tanga Cc,,
POPATLAL,,Tanga,Tanga Cc,,
CHONGOLEANI,,Tanga,Tanga Cc,,
NDAOYA,,Tanga,Tanga Cc,,
CHUMBAGENI,,Tanga,Tanga Cc,,
COASTAL,,Tanga,Tanga Cc,,
MACECHU,,Tanga,Tanga Cc,,
HORTEN,,Tanga,Tanga Cc,,
PANDE MAGUBENI,,Tanga,Tanga Cc,,
KIRARE,,Tanga,Tanga Cc,,
MIKANJUNI,,Tanga,Tanga Cc,,
MABOKWENI,,Tanga,Tanga Cc,,
JUMUIYA,,Tanga,Tanga Cc,,
MAAWAL,,Tanga,Tanga Cc,,
MARUNGU,,Tanga,Tanga Cc,,
ELOHIMU,,Tanga,Tanga Cc,,
ISTIQAAMA TANGA ISLAMIC,,Tanga,Tanga Cc,,
MWAPACHU,,Tanga,Tanga Cc,,
MAWENI,,Tanga,Tanga Cc,,
ROSIMIN,,Tanga,Tanga Cc,,
TANGA DON BOSCO TECHNICAL,,Tanga,Tanga Cc,,
MNYANJANI,,Tanga,Tanga Cc,,
ARAFAH ISLAMIC SEMINARY,,Tanga,Tanga Cc,,
MSAMBWENI,,Tanga,Tanga Cc,,
TOLEDO,,Tanga,Tanga Cc,,
KIHERE,,Tanga,Tanga Cc,,
SAHARE,,Tanga,Tanga Cc,,
TANGA TECHNICAL,,Tanga,Tanga Cc,,
KIOMONI,,Tanga,Tanga Cc,,
GALANOS,,Tanga,Tanga Cc,,
HAKI,,Tanga,Tanga Cc,,
NGUVUMALI,,Tanga,Tanga Cc,,
ST. CHRISTINA GIRLS,,Tanga,Tanga Cc,,
AN NOOR BOYS ISLAMIC,,Tanga,Tanga Cc,,
PONGWE,,Tanga,Tanga Cc,,
Pongwe Islamic Girls,,Tanga,Tanga Cc,,
JAPAN,,Tanga,Tanga Cc,,
TONGONI,,Tanga,Tanga Cc,,
USAGARA,,Tanga,Tanga Cc,,
BANGWE,,Mwanza,Buchosa,,
BUKOKWA,,Mwanza,Buchosa,,
ITABULYA,,Mwanza,Buchosa,,
LUSHAMBA,,Mwanza,Buchosa,,
BUPANDWA,,Mwanza,Buchosa,,
ILIGAMBA,,Mwanza,Buchosa,,
IRENZA,,Mwanza,Buchosa,,
KAFUNZO,,Mwanza,Buchosa,,
